sub_num,sub_name,sub_label,sub_value
310,Lucas Lewit-Mendes,Q14 Risk-based approach to address AI risks,"There is a historical precedent for a risk based approach, namely the aviation industry. A risk based approach has worked well as a proactive means of identifying, assessing and mitigating potential safety hazards in the aviation industry.The industry has developed specific tools to assist in identifying potential risks - Safety Management Systems (SMS). Critical to this is the ability for all parties involved in the development and use of AI systems to be able to report the identification of any risks.Following identification, risks are assessed based on severity and likelihood. This work is led or assisted by technical bodies like the Australian Transport Safety Bureau. In the AI context, other countries have created or proposed similar national “labs” that would be well placed to lead this work.The industry participant best placed to mitigate the risk is then required to take steps to reduce the likelihood or impact. Given the nature of the technology this stage should be open to up"
311,RMIT Enterprise AI and Data Analytics Hub,Transcription,"FILENAME: RMIT Enterprise AI and Data Analytics Hub - Our response.16dfd51ef742f.pdf | CONTENT: RMIT Classiﬁca-on: TrustedSafe and responsible AI in Australia Our response26 July 2023 Table of Contents1. Introduc,on 12. About authors and contributors 13. Summary of Recommenda,ons 24. Response to ques,ons outlined in discussion paper 34.1 Deﬁni,ons 34.2 Poten,al gaps 44.3 Responses suitable for Australia 74.4 Target areas 94.5 Implica,ons and infrastructure 134.6 Risk-based approaches 145. Other considera,ons 165.1 Environmental, Social and Governance, or CSR 165.2 Sustainable Development Goals 175.3 Human-centred approach 195.4 Improving public trust in AI deployment – a cybersecurity perspec,ve 226. Summary 23Contributors and acknowledgement 24References 26 1. Introduc,on The RMIT Enterprise AI and Data Analy6cs hub (the Hub) received an invita6on on 1 June 2023 from the Digital Economy team within the Department of Industry, Science and Resources to comment and provide feedback to th"
311,RMIT Enterprise AI and Data Analytics Hub,Q01 Definitions,We agree with the definitions of the AI terms in the discussion paper.
311,RMIT Enterprise AI and Data Analytics Hub,Q02 Other AI risks and recommendations for regulation,"We note that current regulatory approaches are still in the 'catch-up' phase with AI developments. For example, ASIC is keen to understand how to respond to AI development within AFSL. We also felt that the definition of risks and the risk management strategies should be maintained on an on-going basis rather than a one-off and it should include establishing an independent body to evaluate AI systems' risks. A full response is in our attached document."
311,RMIT Enterprise AI and Data Analytics Hub,Q03 Non-regulatory actions to address AI risks,"We feel that the government can take a lead in creating templates or showcase of how common job roles in the industry can be redesign with AI to realise benefits while keeping human at the centre. Such initiatives will create trust and acceptance around regulatory frameworks in relation to AI and will assist industries who need it most, such as small and medium enterprises as they lacked the financial resource of large corporation to develop AI capabilities. In doing so, it will also help develop AI investment schemes to target the organisations that need it most and delivering the capability uplift across Australia in a financially responsible manner.Additionally, we believe the government should also embark on educating the community around the need for regulation, the benefits of regulation and how any regulation will function to serve or protect the interests of all Australian. Initiatives that can show any of the actions taken is done via a human-centred approach will not only del"
311,RMIT Enterprise AI and Data Analytics Hub,Q04 Coordinating AI governance across government,"We believe the establishment of the National AI Centre is a very good start. We are also aware of the various initiatives that NAIC and the Responsible AI Network (RAIN) is undertaking. At the moment, it appears that there is a focus on the technical aspects of AI while engagements of AI has focused primarily on an audience that are already receptive. If we are to succeed with the use of this technology, we need to look at schemes or initiatives that looks after all Australians. We like to point to AI Singapore as a good example of how government can work with Universities to explore different initiatives. From education/training schemes that target different demographics to schemes that support different enterprises in the uptake of AI through a vibrant ecosystem."
311,RMIT Enterprise AI and Data Analytics Hub,Q05 International models for AI governance,"Yes, we believe there are many regulatory references that Australia can look to. In our uploaded submission, we note that the reason to look at measure taken by other countries make sense, particularly if the regulatory framework is aligned with our main trading partners. However, we also pointed out in our submission that we should only adopt the soul of regulatory approaches but there will be differences that reflect the nature of Australia. We have outlined various differences that is worthy of focus in our submission."
311,RMIT Enterprise AI and Data Analytics Hub,Q06 Public vs Private sector governance,"We are of the view that we should have different approaches between the public and private sector. While our submission involved consulting a diverse group of academics and industry practitioners with different disciplinary backgrounds, there was actually consensus that the purpose of AI deployment between the public and private sector is fundamentally different. This difference in purpose and consequently, the accountability to the public versus private clients means the approach to managing the use of AI will be different. Details of how the approaches should be different is discussed in our uploaded submission."
311,RMIT Enterprise AI and Data Analytics Hub,Q07 Responsible government use of AI,"There will need to be a cultural change in how AI is used among agencies. In our submission, we note a quick win that government can achieve is to further the work by NAIC's RAIN that has been researching responsible AI patterns and running seminars to educate the public. If these responsible AI patterns can be implemented first among government agencies, this would be a great start and sends a very positive signal to the public."
311,RMIT Enterprise AI and Data Analytics Hub,Q08 Generic vs technology-specific approaches for AI risk,"We do not believe one solution is better than another. Rather, our view is that we will both approaches to achieve the outcomes we want. Depending on one solution over another will no doubt overlook issues. Therefore, we believe there should be a ""whole of"" approach. For example, a solution that has a technology-specific safe guard and a regular risk assessment body (generic solution) will give the most confidence to the public around AI risks - particularly the high risks ones."
311,RMIT Enterprise AI and Data Analytics Hub,Q09 Transparency requirements and scope,"On (a), we need to establish a specific understanding of 'transparency' among the community and also map 'transparency' to 'accountability' if risks is to be mitigated. To the public, transparency is lacking in both public and private sectors but the concerns are different. For example, should private companies disclose the AI model used as well as the parameters it was developed on so there is an understanding of its operational limits? Similarly, in the public sector, how is a decision arrived so that the community is convinced of fairness will form part of the transparency. A lot of what we see in the views we collected has focused on these two areas - a disclosure of the technical limits of the AI model and the explainability aspects of a model's outputs.On (b) and consistent with our views around the different approaches to take for public vs private, the disclosure requirements can be different. In terms of model disclosure, we believe the approach like nutrition disclosure on fo"
311,RMIT Enterprise AI and Data Analytics Hub,Q10 Ban on high-risk AI applications,"We should entertain the ideal of banning a high-risk application only as a last resort. There are many considerations to be taken into account, including the risks of creating an overlying restrictive environment where Australia losses its competitive advantage or that the risk-benefits balance is lost. Even if an application is banned, we are of the view that we should have a date or window in which a once high risk application is evaluated again as AI technologies do evolve so the risk level can too change over time.We believe the risk-based approaches that was mentioned in the discussion paper is the place to start. The ideal of such an approach is to ensure that the interest of the end user, which is a human, is ultimately protected. Therefore, we are of the view that risk-based approaches is a start but it should be covered by a principle based approach and augmented with ethics training, collaborative governance, and responsible AI patterns that RAIN is developing."
311,RMIT Enterprise AI and Data Analytics Hub,Q11 Actions to increase public trust in AI,We presented many different actions or considerations that government can take in our PDF submission to improve public trust.
311,RMIT Enterprise AI and Data Analytics Hub,Q12 Trade impact of banning high-risk AI applications,"There will be implications but we do not have the depth and breadth of expertise to consider the consequences. However, we do agree that any move to ban a high risk activity while our trading partner don't is likely to not only have trade consequences but also other implications, such as AI readiness and national security."
311,RMIT Enterprise AI and Data Analytics Hub,Q13 Changes to conformity infrastructure,"There are many things to consider but we believe chief among them are (a) to have a ""whole of regulation"" approach where existing regulatory framework is updated to consider the implications of AI and (b) extending the NAIC or establishing a body to assess AI risks."
311,RMIT Enterprise AI and Data Analytics Hub,Q14 Risk-based approach to address AI risks,Yes we do.
311,RMIT Enterprise AI and Data Analytics Hub,Q15 Benefits and limitations of risk-based approach,We believe risk assessment on an AI product is not a one-off activity. We need to recognise that AI risks will change and that the risk level of an application will need to be assessed to reflect current operating conditions and community expectations.
311,RMIT Enterprise AI and Data Analytics Hub,Q16 Scope and application of risk-based approach,"A risk-based approach can be the overarching assessment with detailed assessment undertaken on the basis of the specifics of a sector or application. Here, our vision is that the overarching assessment may be undertaken by a specially established body with any high risks assessment being directed to specific regulatory bodies who have the domain knowledge. In other words, we are of the view that we should not be depending on a single approach as the only answer to our risk management strategy."
311,RMIT Enterprise AI and Data Analytics Hub,Q17 Elements to include in risk-based approach,"Yes we support these elements and would add that the ""notices"" for end users should also include disclosure details on what kind of AI is being used or an assessment number which allows them to seek further information about the AI used."
311,RMIT Enterprise AI and Data Analytics Hub,Q18 Integration of risk-based approach into existing frameworks,We presented our views on this around cybersecurity in Section 5.4 our of PDF submission.
311,RMIT Enterprise AI and Data Analytics Hub,Q19 Application of risk-based approach to general purpose AI,"These are new models so research in this space if forthcoming. We are already seeing research around how these new models can be managed. We believe regulatory design to allow for these changes to be taken into account and likewise, as with our views presented so far, the risk criteria should be updated along side developments in this space."
311,RMIT Enterprise AI and Data Analytics Hub,Q20 Voluntary vs mandated compliance with risk-based approach,"We believe both self-regulatory and mandatory compliance are required. We are off the view that this should apply to both public and private organisations as it should be a function of the risk levels rather than the type of organisation. We are also of the view that developers and deployers both need to be assessed for risk. This is because AI systems are complex and deployers may not configure an AI in the correct manner that also resulted in unwanted risks. While their risk levels may different by the composition of the solution, we are of the view an assessment is required if safe guards are to be put in place."
312,Accountability Round Table,Transcription,"FILENAME: ART Submission to Supporting Responsible AI Consultation final1.c34f83bdbe512.pdf | CONTENT: ART Submission to Supporting Responsible AI consultation Closing date 26 July 2023.Summary of recommendations 1. Datasets Data must be of good quality to stop generative AI from working badly. It must be clean, complete and align well with the complex evolving real world situations that generative AI might meetThe risk is that there is no set of standard rules that apply to the whole of the data content that may be used by AI developers to train and provide content to generative AI'sWhat is needed is a data commons, open to all, maintained by all, but ring fenced by a mandate that it is the only legitimate site for providing clean reliable ethical data to be used by AI developers.The data commons could be owned by an independent supra national body on analogy with national ownership of crown land. That body could be charged with determining who was able to use the common resource, and"
312,Accountability Round Table,General comment,Thank you for the opportunity to make a submission on this important but very complex matter. JT
312,Accountability Round Table,Q01 Definitions,"Yes the definitions are fine, but the focus of the paper is a bit narrow to ensure safe and effective AI. You say ""The paper focuses on governance mechanisms to ensure AI is used safely and responsibly"" but do not pay attention to whether it is PRODUCED safely and responsibly. Neither do you look at the commercial, competition and power incentives in the production system that have caused AI to have become an existential threat whether under the control of humans or out of the control of humans. The parts certainly need regulation, but the whole will go on producing adverse outcomes unless there is a substantial rethink."
312,Accountability Round Table,Q02 Other AI risks and recommendations for regulation,"Yes, see my submission"
312,Accountability Round Table,Q03 Non-regulatory actions to address AI risks,"Yes, see my submission"
312,Accountability Round Table,Q04 Coordinating AI governance across government,"Yes, see my submission"
312,Accountability Round Table,Q05 International models for AI governance,"Yes, see my submission"
312,Accountability Round Table,Q06 Public vs Private sector governance,Not unless you want differential safety outcomes and differential ethical behaviour between sectors. There are some very good public service limitations such as the OAIC the Australian Privacy Principles which should also apply to external public and private use of data for instance.
312,Accountability Round Table,Q07 Responsible government use of AI,Use ethical AI. (See my submission)
312,Accountability Round Table,Q08 Generic vs technology-specific approaches for AI risk,"My submission splits the areas of control needed into four, rather than two. There are four intervention points at which risk mitigation can and should occur; At the level of the data on which the AI is trained and which it uses to produce its content At the level of the training and training prompts given to the AI At the user and use level. At the level of the motivations and incentives for producing the AI and making it fit for purpose."
312,Accountability Round Table,Q09 Transparency requirements and scope,"See the section of my submission on ""Constitutional AI"" and how it improves transparency."
312,Accountability Round Table,Q10 Ban on high-risk AI applications,"It's much better to ban uses than technologies. Even nuclear technologies have their positives. In general, it would be wise to; • prevent inversion of ethical AI constitutions for misuse • not use Constitutional or any other AI for automated decision-making."
312,Accountability Round Table,Q11 Actions to increase public trust in AI,Is that really a sensible objective? It has no goal other than size. What are you ACTUALLY trying to achieve?
312,Accountability Round Table,Q12 Trade impact of banning high-risk AI applications,"It would enable us to set an ethical benchmark for good AI behaviour which we should leverage by collaborating with any other global initiative to do the same. We should be developing a reputation as a safe, healthy, democratic place to live, work and do business with. The only systematic way to protect ourselves from harm is to ensure not just that it doesn't originate at home, but that it does not also originate from overseas."
312,Accountability Round Table,Q13 Changes to conformity infrastructure,I don't understand the question.
312,Accountability Round Table,Q14 Risk-based approach to address AI risks,"A multifaceted approach that does not rely solely on a regulatory ambulance at the bottom of the cliff to patch up accidents after they happen, but which also fosters the growth of ethical cultures amongst producers and users of AI and removes incentives for bad behavior would go a long way towards prevention not just cure"
312,Accountability Round Table,Q15 Benefits and limitations of risk-based approach,See above
312,Accountability Round Table,Q16 Scope and application of risk-based approach,Not something on which I have an opinion
312,Accountability Round Table,Q17 Elements to include in risk-based approach,"The draft risk based approach is fine as far as it goes. But it is a bit employee centered and kind of looks like it was designed for the pubic service. It does not consider removing or mitigating machine risks, or removing the social incentives that create AI risks in the first place."
312,Accountability Round Table,Q18 Integration of risk-based approach into existing frameworks,Not qualified to answer
312,Accountability Round Table,Q19 Application of risk-based approach to general purpose AI,See suggestions in my submission
312,Accountability Round Table,Q20 Voluntary vs mandated compliance with risk-based approach,"It should be voluntary where that works but its unlikely to work for commercial providers. In any case commercial entities can often prefer the security of regulation. Even the recent agreement of seven of the big US AI producers to a voluntary code of conduct was done on their recognition that it would be followed by regulation. The voluntary code appears to be performing the role of a pilot for regulation. If controls do not apply as widely as possible, the doomsday scenarios predicted by computer scientists are almost guaranteed to emerge given the incentives that already exist for hostile interventions in national stability."
313,Copyright Agency,Transcription,"FILENAME: R02629 Dept Industry AI consultation.7ccd72ed353c9.pdf | CONTENT: Response to Department of Industry Discussion Paper: Safe and responsible AI in Australia July 2023Introduction Thank you for the opportunity to participate in this review. As the Discussion Paper notes, this is one of many processes that the Government is undertaking with a view to harnessing the potential benefits of artificial intelligence (AI) for Australian society, and managing the potential threats. We and our members recognise the potential for AI to do good in a range of areas, including to reduce inequalities. At the same time, there is huge potential for adverse consequences for people who work in Australian creative industries, including educational publishing. The Government’s National Cultural Policy was widely and warmly welcomed by people working in Australia’s creative industries, including because it has been introduced as a whole-of-government policy. Although not mentioned in the Discussion "
314,Kingston AI Group,Transcription,"FILENAME: KAIG_submission_responsible_AI_26_July_2023.d6843c00b501b.pdf | CONTENT: kingstonAIgroup.org.auSafe and responsible AI in Australia Submission by the Kingston AI Group: Australian Professors of Artificial Intelligence 26 July 2023 The Kingston AI Group comprises 13 leading professors from eight universities and the Chair of Robotics Australia Group. Eight are members of the learned academies and five are existing or previous laureate fellows. As well as driving Australia’s artificial intelligence (AI) research, the group’s members are working with companies to develop commercial AI solutions. AI is a transformational technology that is impacting every sector of industry and society, solving previously intractable problems and delivering productivity gains across the economy. In fact, there is no other technology with the potential to improve Australia’s productivity as broadly as AI. Quite rightly, the government is considering how the technology should be regulated in Austra"
315,Source Transitions Pty Ltd,Transcription,"FILENAME: Source Transitions response to Safe and responsible AI in Australia discussion paper.7ecc83781ea74.pdf | CONTENT: PublicSource Transitions Pty Ltd submission to the Department of Industry, Science and Resources Discussion PaperSafe and responsible AI in Australia25 July 202325/07/2023 Source Transitions Pty Ltd submission to the Department of Industry, Page 1 of 19 Science and Resources Safe and responsible AI in Australia Discussion Paper - July 2023 PublicSource Transitions welcomes the opportunity to provide a submission to the Department of Industry, Science and Resources discussion paper Safe and Responsible AI in Australia.We also note that we support Responsible AI in Australia and globally and are an active participant in the Australian AI Ecosystem Discovery Platform.The discussion paper was published in the context of other reports and programmes initiated by the Australian Government which are all relevant [1].• The Australian Government has consulted on automated "
315,Source Transitions Pty Ltd,Q01 Definitions,"Definition of Artificial intelligence The definition proposed in the paper is adequate but incomplete. AI is mainly used in the public as an umbrella term. The definition should therefore be accompanied by a list of specific techniques and approaches used for AI development or its application. The definition should be kept up to date considering market and technological developments as indicated in the preparation for the regulation of AI in the EU . An important part of the role of government in the field is to ensure clarity and transparency so that trust can be built around the set of technologies AI can power. Initiatives such as the EU AI definition and set of examples to illustrate what AI does in practice will help guide the public, businesses and government agencies understand how they could be affected by AI . The definition of AI has evolved over time and allowing for that definition to continue evolving is key to keeping abreast of how the field is developing. The EU parliam"
315,Source Transitions Pty Ltd,Q02 Other AI risks and recommendations for regulation,"While Australia has a set of AI ethics principles in place, the proposed legislation does not encompass some of the elements found in the principles. Critically, considerations for the environmental dimension (Principle 1: human, societal and environmental wellbeing) are not included. The environmental costs of developing AI solutions or training large datasets is considerable. For example, the environmental cost of training a large natural language processing model could be as much as the total emissions produced by five cars over the cars’ lifetime or 150 return flights between New York and London . Furthermore, the demand for energy to power the development, training and usage for AI-powered tools is growing exponentially and is not required to be come from renewable energy sources. Finally, the demand for graphic cards and other critical materials required for the infrastructure (i.e. computers, servers etc) onto which AI solutions are operating is pushing the world towards further"
315,Source Transitions Pty Ltd,Q03 Non-regulatory actions to address AI risks,"Governing AI systems through their design where social, legal, ethical rules can be enforced through code to regulate the behaviour of AI systems . Where government considers privacy by design, data protection by design and safety by design, it should also consider sustainable by design and ethical by design. Human in the loop approaches to governing AI extended to society in the loop approach where society is responsible for finding consensus on the values that should shape AI . Providing companion practices, tools and resources for anyone interested in developing or implementing AI responsibly should be undertaken. Resources should be available to all levels of AI literacy and AI maturity, and available freely. Leaving AI literacy to the private sector would be to the detriment of the public, small business and not for profit who need to be and feel involved in the direction AI can take. Presenting clear case studies, including mapping of AI responsible practices, could serve as exam"
315,Source Transitions Pty Ltd,Q05 International models for AI governance,"The following measures should be in place in Australia’s context: • In the UK example, principles are legislated to create a statutory duty to have due regard to the principles. Guidelines could be adhered to and can evolve more rapidly than legislation. Regulation to implement the guidelines and enforcement on it will be most likely able to cope with the pace of change • In the UK, the Algorithmic Transparency Standard publishes reports on the use of algorithmic tools in government decision making. • In China, a mandatory registration system is in place for recommendations algorithm. Whilst the goal for the registration will differ with Australia, China has rightly identified that recommendation engines have a particularly powerful capacity to influence behaviours without the consent or awareness of the systems users. • Italy forces generative AI platforms to allow users data not to be used in training, to disclose how they process user data, to allow users to opt-out. • The city of A"
315,Source Transitions Pty Ltd,Q06 Public vs Private sector governance,"The legislation will need to be tailored towards not just products (a critique of the proposed EU AI Act ) but also to the open-source community (researchers, developers, not-for-profits). Inclusivity and representation are particularly important for governments who need to represent all their constituents. A higher level of accountability is therefore expected of government departments. Updated and up-to-date approaches to data governance and to interoperability are expected for governments which might not be required in the private sector (outside of regulated industries). Data governance, a critical area: Part of AI governance, as multiple organisational and technological challenges exist that impede effective control over data and attribution of responsibility for data-driven decisions made by AI systems . Interoperability, a critical area: Data fragmentation and lack of interoperability between systems limits an organisation’s control over data flows throughout its entire life cyc"
315,Source Transitions Pty Ltd,Q07 Responsible government use of AI,"Codesign and participatory design of solutions ensure that the complexity and prioritisation of problems is handled by the people who know best and are directly involved. Only then should a range of solutions be considered. AI initiatives are often driven by solution providers rather than by the problems and the users themselves. This leads to solutions being implemented before anyone knows what the problem is. It also leads to a tendency to fit the organisation to a solution rather than the other way around. Human-centered design approaches should be the default for solution design. There is an urgent need to develop and operationalise clear guidelines on what the potential trade-offs of a responsible AI solution are. These frameworks will help government departments and decision-makers to understand what they potentially impact with their proposed solution and realise if it is worth implementing (e.g. social versus financial, short term versus long term, etc). Ethical principles can "
315,Source Transitions Pty Ltd,Q09 Transparency requirements and scope,"Part of improving public trust and confidence in AI would be to ensure providers of AI products document their data sources, explain how they ensured bias minimisation, or how they are going to monitor and correct bias over time. Further, the Australian government should ensure that location-specific and inclusive datasets are used for models used by government agencies. Finally, government data from employees’ use of the tools could end up in foreign databases and be used for training of decision-making tools. Therefore, data governance framework should be in place and records management strictly enforced to protect Australian government and private data.For transparency along the value chain, the environmental costs of AI and the human cost of training models, often akin to modern slavery should be taken into consideration. Consider sandbox development environments where governance and transparency processes are evaluated. This would allow innovation to take place while supporting th"
315,Source Transitions Pty Ltd,Q10 Ban on high-risk AI applications,"Research and applications should potentially be regulated differently so that we have: • a knowledge-based on how to counter high-risk AI • clear guidelines for is allowed to be deployed in society • open innovation which is discussed with the public (people who affect and affected by it) In terms of high-risk AI applications or technologies, the following should be banned: • Social scoring • Facial recognition • Deepfake"
315,Source Transitions Pty Ltd,Q11 Actions to increase public trust in AI,"Seeing that government is actively engaged with Responsible AI will provide some certainty to the public that it is and remains in touch with the evolving market. More than just regulations, the government should be engaged in a set of efforts and initiatives to continuously better its understanding, adjust the legislation and provide updated guidance as new systems and risks unfold. AI literacy is a society-wide area that will need to be driven both by governments and by the private sector. To ensure the latest science is also commercially viable and that learning together about what Responsible AI will require government, academia and the private sector to work together on real-life problems. Public-private partnerships and academia-private research is difficult, often cumbersome, and expensive. Infrastructure, initiatives and funding could make this cross-sector learning framework easier to access and would help share knowledge and practical outcomes. The Australian Government shoul"
315,Source Transitions Pty Ltd,Q13 Changes to conformity infrastructure,"As mentioned earlier, AI sandboxes would help provide an environment where innovation can happen within the regulatory framework. It also can provide some assurances to the public that AI systems were tested and compliant."
315,Source Transitions Pty Ltd,Q14 Risk-based approach to address AI risks,"A risk-based approach is the most urgent piece of legislation that should be put in place to get some type of controls on the technologies and its developers and deployers. However, this needs to be done with a view to implement an iterative way of reviewing and adapting the legislation as the technologies evolve. It should also not deter government from guiding the type of society we want to have and the way in which these technologies will support the vision for a fair, sustainable and healthy society. Iteration and adaptiveness, along with intent will call on an innovation-led approach to legislation."
315,Source Transitions Pty Ltd,Q15 Benefits and limitations of risk-based approach,"Risk management does nothing about power imbalances. It manages the harms without addressing power imbalance, implying that even if people do not want it, the activity can happen as long as risk are mitigated. It could all be a tick box exercise . Developers and users of AI have no obligation to be beneficial to or promote the interests of people affected by AI or the broader national and global challenges we face therefore missing out on what AI could do for us."
317,LegalVision,Transcription,"FILENAME: 20230726.LV Submission.Safe and responsible AI in Australia (Consultation Paper).8059eb395fe05.pdf | CONTENT: 26 July 2023Technology Strategy Branch Department of Industry, Science and ResourcesBy email: DigitalEconomy@industry.gov.auSubmission: Discussion Paper on ‘Safe and Responsible AI in Australia’ opened on 1 June 2023Thank you for the opportunity to respond to the Discussion Paper on ‘Safe and Responsible AI in Australia’, opened on 1 June 2023, from the Department of Industry, Science and Resources (Discussion Paper).LegalVision is a tech-driven commercial law firm that operates primarily online. The majority of our clients are start-ups and small to medium businesses, many of which are companies operating in the artificial intelligence (AI) space that are keen to see a considered and balanced regulatory regime deployed in Australia.In responding to the Discussion Paper, we welcome any changes proposed by government that support the following objectives: ● Proportiona"
317,LegalVision,Q01 Definitions,Please see attached.
317,LegalVision,Q02 Other AI risks and recommendations for regulation,Please see attached.
317,LegalVision,Q03 Non-regulatory actions to address AI risks,Please see attached.
317,LegalVision,Q04 Coordinating AI governance across government,Please see attached.
317,LegalVision,Q05 International models for AI governance,Please see attached.
317,LegalVision,Q06 Public vs Private sector governance,Please see attached.
317,LegalVision,Q07 Responsible government use of AI,Please see attached.
317,LegalVision,Q08 Generic vs technology-specific approaches for AI risk,Please see attached.
317,LegalVision,Q09 Transparency requirements and scope,Please see attached.
317,LegalVision,Q10 Ban on high-risk AI applications,Please see attached.
317,LegalVision,Q11 Actions to increase public trust in AI,Please see attached.
317,LegalVision,Q12 Trade impact of banning high-risk AI applications,Please see attached.
317,LegalVision,Q13 Changes to conformity infrastructure,Please see attached.
317,LegalVision,Q14 Risk-based approach to address AI risks,Please see attached.
317,LegalVision,Q15 Benefits and limitations of risk-based approach,Please see attached.
317,LegalVision,Q16 Scope and application of risk-based approach,Please see attached.
317,LegalVision,Q17 Elements to include in risk-based approach,Please see attached.
317,LegalVision,Q18 Integration of risk-based approach into existing frameworks,Please see attached.
317,LegalVision,Q19 Application of risk-based approach to general purpose AI,Please see attached.
317,LegalVision,Q20 Voluntary vs mandated compliance with risk-based approach,Please see attached.
318,Ananguku Arts,Transcription,"FILENAME: AI submission ANANGUKU ARTS 26 JULY 2023.012228122ecea.pdf | CONTENT: 26 July, 2023Ananguku Arts and Cultural Aboriginal Corporation (Ku Arts)Submission: Supporting responsible AI: discussion paperAbout Ku Arts Aṉanguku Arts and Cultural Aboriginal Corporation (Ku Arts) is the South Australian peak body for Aboriginal artists and art centres. Since 1998, we have been providing advocacy, support services, creative skills and professional development opportunities for artists and arts workers across all stages of their careers, in support of a strong and vibrant Aboriginal and Torres Strait Islander visual arts sector.Strong arts, strong culture, strong communities is the vision that has guided our organisation since forming 25 years ago and it remains our driving force today.Our vision recognises the symbiotic relationship that arts and culture have with individual and community health, education, and wellbeing. Participation in cultural activities has an intrinsic relationshi"
318,Ananguku Arts,Q02 Other AI risks and recommendations for regulation,"• Artists are very concerned about their works being used for AI without their knowledge or permission;• Artists should have the opportunity to exclude their works from AI, and to be compensated if their works are used with their consent;• This is particularly important for First Nations artists, given the cultural significance of their work and measures to ensure authenticity;• The use of AI outputs derived from unauthorised use of artists’ works should be treated as unethical and illegal; and• Governments need to take steps to ensure that AI technologies do not compromise income for First Nations artists, or their Indigenous Intellectual and Cultural Property Rights."
318,Ananguku Arts,Q11 Actions to increase public trust in AI,"The cultural, economic, and well-being of First Nations artists will seriously be impacted if the above issues are not addressed. When developing frameworks that address First Nations art and culture concerns Government needs to ideally consult with agencies who have expertise in First Nations art and culture including: Indigenous Arts Code, Arts Law, Copyright Agency, and the peak bodies representing First Nations artists and art centres across Australia including: Ku Arts, Desart, Aboriginal Art Centre Hub WA, and Arnhem Northern and Kimberly Artists Aboriginal Corporation."
319,x-RD,General comment,"The discussion paper focuses on the requirement for responsible AI and governance as a means to improve public trust and confidence in AI, and ultimately improve AI adoption within Australia. Even though responsible AI is important to Australia, the main challenge we are encountering is not so much the lack of AI governance or responsible AI, but the lack of a suitably skilled and experienced workforce that are capable of developing AI systems and applications within Australia (a prerequisite for building responsible AI systems). AI technologies are more complex than traditional software systems, and require deep expertise in a range of computer science and mathematics disciplines that are developed through extensive post-graduate studies in addition to industry experience. Australia is currently unable to meet the growing AI skills and experience demand, which is impacting the ability of industry to develop and scale AI solutions with adequate AI engineering and responsible AI require"
319,x-RD,Q01 Definitions,"The definition of AI provided which appears to be from the OECD and ISO standards implies that all AI systems are “engineered” when in fact many are just built without appropriate machine learning and AI engineering, and responsible AI principles. An engineered system uses scientific and mathematical principles to solve problems, which is how AI solutions should be built; however, due to the limited skills and experience available in Australia (and globally), solutions are being developed and used without adequate levels of engineering. Recommend removing “engineering” from the definition, similar to the definition of AI from the National AI Initiative Act 2020 (US Gov): https://www.congress.gov/116/crpt/hrpt617/CRPT-116hrpt617.pdf#page=1210With the MfM definition, they are also referred to as multi-modal LLMs so it might be worth stating this."
319,x-RD,Q02 Other AI risks and recommendations for regulation,"In Australia, there is a deficit of public governance mechanisms that specifically relate to the operationalisation of AI. What mechanisms there are in this category tend to be voluntary, vague and difficult to apply without material resources, specific expertise, additional guidance or a combination of these things.There are a growing number of mechanisms in tech specific and sector/issue specific domains (eg privacy, competition, employment, e-safety, etc), which are driven by sector based regulators. However, these tend to be (but are not always) directed to outcomes and focus on how AI interacts with previous legislative requirements. In short, there are few AI specific governance requirements beyond vague principles that broadly apply directly to the AI sector (outside of government).Development of an industry code of conduct (for the AI sector) which regulates the conduct of participants in an industry towards other participants in the industry or towards consumers in the industr"
319,x-RD,Q03 Non-regulatory actions to address AI risks,"The Australian Government should consider establishing a voluntary responsible AI maturity compliance framework for public and private sectors. This will help build public trust and confidence in AI systems and applications, through the improved engineering and alignment of AI systems with responsible AI principles."
319,x-RD,Q04 Coordinating AI governance across government,"At a federal level, this role is best performed by the Digital Transformation Agency (DTA) who are also responsible for strategic and policy leadership for whole-of-government ICT investments and digital service delivery. For national security, the Office of National Intelligence (ONI) is the most appropriate organisation for AI governance across the national security community.Potential goals include: 1. Development of a whole-of-government responsible AI framework 2. AI governance and reporting to government 3. Establishment of an AI maturity model for government departments and agencies to assess improvements and growth in data and AI systems and applications. 4. Collaboration forum for sharing experiences in AI adoption and operationalisation 5. Technical forum for sharing AI technologies, approaches, processes and architecture 6. Education and work transformation initiatives for AI adoption and operation"
319,x-RD,Q05 International models for AI governance,"The EU AI Act uses a risk based approach and relates risk to industry obligations which is sensible. From an Australian perspective, such an approach would need alignment to Australian values as to what is unacceptable, high risk or low risk may differ. Furthermore, the industry obligation for each of the categories would need to be determined and considered from a business perspective. Over governance may make the viability of growing an AI industry in Australia not feasible due to cost and the need for additional skills, experience and IT to support the significant responsible AI and governance requirements.Under the Biden administration, the US government has drafted a blueprint for an AI bill of rights which also adopts a principles based approach to AI governance. The blueprint specifies five principles that broadly apply to all AI systems and services. In relation to the current Australian AI ethics principles, these principles are more practical and less subjective.Singapore was"
